"Ovld2","Ovld1","V1","V2",
,,-0.033695,-0.10892,
,,0.016069,-0.026144,
,,0.037934,0.066513,
,,0.019969,0.13468,
,,0.027672,0.14137,
,,0.028699,0.088335,
,,-0.023593,0.0046946,
,,-0.049981,-0.087384,
,,0.0019816,-0.15332,
,,0.042552,-0.14102,
,,0.0069684,-0.045136,
,,-0.039197,0.066082,
,,-0.036009,0.11955,
,,-0.013822,0.094705,
,,-0.00030539,0.016673,
,,0.011949,-0.066214,
,,0.01774,-0.1093,
,,0.022674,-0.091994,
,,0.028283,-0.023401,
,,-0.0066287,0.060189,
,,-0.064973,0.10301,
,,-0.060815,0.064644,
,,-0.016072,-0.030632,
,,-0.0098133,-0.11641,
,,0.0012248,-0.14702,
,,0.042905,-0.10341,
,,0.031342,0.003172,
,,-0.012217,0.11073,
,,0.010895,0.15284,
,,0.052673,0.121,
,,0.029669,0.050798,
,,-0.010685,-0.027702,
,,-0.017721,-0.093772,
,,-0.017257,-0.12151,
,,-0.024615,-0.099561,
,,-0.026103,-0.044874,
,,-0.016293,0.01305,
,,-0.018041,0.050428,
,,-0.045334,0.050105,
,,-0.042424,0.0042686,
,,0.01519,-0.059954,
,,0.038488,-0.088638,
,,0.0043432,-0.061181,
,,0.0032277,-0.0057526,
,,0.028563,0.048722,
,,0.021155,0.086056,
,,0.031825,0.088845,
,,0.066677,0.063128,
,,0.034299,0.035118,
,,-0.035736,0.0043141,
,,-0.039253,-0.042617,
,,0.0055207,-0.085192,
,,0.031174,-0.085678,
,,0.033569,-0.034565,
,,0.029554,0.042102,
,,0.026431,0.10492,
,,0.018231,0.12338,
,,-0.0045656,0.086444,
,,-0.020114,0.0062693,
,,-0.016428,-0.082008,
,,-0.010095,-0.13536,
,,0.012432,-0.12584,
,,0.044441,-0.051231,
,,0.033068,0.058761,
,,-0.00047697,0.14449,
,,0.0041728,0.15334,
,,0.01804,0.085208,
,,0.013208,-0.014745,
,,0.020902,-0.095889,
,,0.020574,-0.11949,
,,-0.0087975,-0.078466,
,,-0.015174,-0.0082329,
,,0.0063147,0.052406,
,,0.021204,0.084743,
,,0.048411,0.083323,
,,0.06486,0.062557,
,,0.01468,0.038575,
,,-0.032797,0.0025003,
,,-0.0021333,-0.046491,
,,0.025052,-0.074292,
,,-0.0034549,-0.059138,
,,-0.011583,-0.020492,
,,0.011296,0.018633,
,,0.0042076,0.047775,
,,-0.01147,0.051954,
,,0.0017279,0.025338,
,,0.0082777,-0.013261,
,,0.0050578,-0.042422,
,,0.027479,-0.04902,
,,0.034659,-0.02288,
,,-0.009353,0.023216,
,,-0.033572,0.049373,
,,0.0019391,0.03561,
,,0.032788,0.0045061,
,,0.031655,-0.015361,
,,0.027656,-0.014726,
,,0.0098741,0.0022545,
,,-0.01709,0.018525,
,,-0.0066629,0.016406,
,,0.023545,0.0022184,
,,0.025412,-0.0049825,
,,0.015023,-0.00071168,
,,0.015172,0.0085521,
,,0.018869,0.017893,
,,0.030331,0.024954,
,,0.035051,0.031415,
,,0.013307,0.035487,
,,0.011507,0.027327,
,,0.051197,0.011871,
,,0.056311,0.011732,
,,0.0036732,0.027143,
,,-0.015854,0.029517,
,,0.033136,0.011283,
,,0.058606,0.0010802,
,,0.0033257,0.012053,
,,-0.042887,0.015928,
,,0.0060868,-0.0059852,
,,0.063154,-0.022944,
,,0.018468,-0.0059905,
,,-0.045176,0.017559,
,,-0.017203,0.012076,
,,0.030275,-0.0081742,
,,0.018873,-0.014607,
,,0.012543,-0.0074191,
,,0.042892,0.007747,
,,0.036495,0.034077,
,,-0.016473,0.055115,
,,-0.035018,0.04051,
,,-0.00033217,-0.0083305,
,,0.028876,-0.053014,
,,0.035386,-0.060269,
,,0.044606,-0.024896,
,,0.039272,0.037307,
,,0.0089779,0.092339,
,,0.0066324,0.10316,
,,0.023709,0.065876,
,,-0.009279,0.0061621,
,,-0.038461,-0.059099,
,,0.018239,-0.1086,
,,0.065622,-0.097305,
,,0.018197,-0.016509,
,,-0.020756,0.072695,
,,0.013014,0.11267,
,,0.041659,0.099922,
,,0.034377,0.05542,
,,0.017107,0.0011133,
,,-0.011195,-0.045154,
,,-0.0238,-0.074706,
,,0.0039873,-0.078996,
,,0.01968,-0.047028,
,,-0.0041294,0.0095546,
,,-0.010122,0.054118,
,,0.019083,0.065099,
,,0.032668,0.050739,
,,0.019608,0.025145,
,,0.017371,-0.0032616,
,,0.032525,-0.022005,
,,0.033217,-0.017516,
,,0.012759,0.0066292,
,,0.0012562,0.029883,
,,0.013823,0.036966,
,,0.030109,0.030607,
,,0.023047,0.020976,
,,0.0045771,0.0098789,
,,0.019982,-0.0041112,
,,0.057089,-0.0074605,
,,0.046422,0.014702,
,,0.006453,0.046105,
,,0.0098833,0.056664,
,,0.0092546,0.042134,
,,-0.039467,0.0083662,
,,-0.037023,-0.045606,
,,0.028417,-0.091338,
,,0.03949,-0.082886,
,,0.018986,-0.021534,
,,0.041229,0.05412,
,,0.034106,0.11435,
,,-0.014815,0.12719,
,,-0.0080567,0.070717,
,,0.01774,-0.02105,
,,-0.0062875,-0.09296,
,,-0.019666,-0.12104,
,,-0.012606,-0.099564,
,,-0.030848,-0.041202,
,,-0.027606,0.016408,
,,0.0026754,0.048542,
,,-0.01223,0.052853,
,,-0.031282,0.02383,
,,0.0088805,-0.028578,
,,0.035517,-0.063245,
,,0.0077835,-0.054878,
,,-0.0015505,-0.019675,
,,0.035036,0.021038,
,,0.064058,0.062661,
,,0.04348,0.097347,
,,-9.371e-05,0.10017,
,,0.00068474,0.054515,
,,0.036406,-0.01429,
,,0.025039,-0.059482,
,,-0.021541,-0.066799,
,,-0.021171,-0.05297,
,,0.016635,-0.026051,
,,0.042036,0.015652,
,,0.047368,0.063561,
,,0.020751,0.0967,
,,-0.015441,0.088479,
,,0.0053408,0.031703,
,,0.061058,-0.034408,
,,0.065334,-0.056477,
,,0.026011,-0.025246,
,,0.0073678,0.026069,
,,0.014502,0.06387,
,,0.023884,0.073797,
,,0.027934,0.057021,
,,0.026784,0.02495,
,,0.024616,-0.0066528,
,,0.021553,-0.0243,
,,0.022839,-0.022096,
,,0.036217,-0.0013087,
,,0.038771,0.032537,
,,0.015744,0.063346,
,,0.0081899,0.068125,
,,0.025081,0.043315,
,,0.010793,0.0077667,
,,-0.022455,-0.027469,
,,-0.0074663,-0.058515,
,,0.036806,-0.06503,
,,0.061188,-0.027084,
,,0.074584,0.046434,
,,0.067186,0.12413,
,,0.019307,0.16315,
,,-0.016244,0.12527,
,,-0.012621,0.019622,
,,-0.018661,-0.096419,
,,-0.022937,-0.16876,
,,0.0056265,-0.16344,
,,0.0081186,-0.075895,
,,-0.022913,0.042193,
,,-0.012061,0.12015,
,,0.0084156,0.12839,
,,-0.019478,0.072786,
,,-0.016716,-0.024202,
,,0.035243,-0.11045,
,,0.026884,-0.12713,
,,-0.023767,-0.073212,
,,-0.018975,0.0012696,
,,0.0087191,0.059348,
,,0.017013,0.086606,
,,0.03339,0.077444,
,,0.035438,0.044806,
,,0.013634,0.0062781,
,,0.021755,-0.02746,
,,0.036566,-0.038377,
,,0.012484,-0.018332,
,,-0.0029639,0.012469,
,,0.0046005,0.032626,
,,-0.00060386,0.035345,
,,0.0055722,0.019299,
,,0.026812,-0.0037838,
,,0.020884,-0.01507,
,,0.013668,-0.011686,
,,0.034479,0.0019519,
,,0.044589,0.026699,
,,0.033016,0.054662,
,,0.0084408,0.06771,
,,-0.025492,0.049157,
,,-0.011759,-0.0034534,
,,0.046969,-0.056754,
,,0.044678,-0.063589,
,,-0.013652,-0.024872,
,,-0.026552,0.01593,
,,-0.0026344,0.033285,
,,0.0060012,0.029728,
,,-0.00042628,0.012378,
,,-0.028345,-0.013368,
,,-0.042163,-0.046578,
,,-0.00034282,-0.075432,
,,0.01459,-0.070853,
,,-0.029201,-0.032034,
,,-0.018269,0.005406,
,,0.034958,0.028937,
,,0.014838,0.047997,
,,-0.026924,0.046854,
,,-0.0064582,0.011912,
,,0.01937,-0.031571,
,,0.021852,-0.052243,
,,0.02602,-0.039575,
,,0.0092565,-0.00087613,
,,-0.011308,0.037113,
,,0.0039571,0.049387,
,,0.010094,0.037088,
,,-0.014653,0.0090513,
,,-0.014458,-0.029492,
,,0.015524,-0.059652,
,,0.035611,-0.055993,
,,0.037462,-0.013173,
,,0.013901,0.046644,
,,-0.022173,0.083941,
,,-0.023174,0.068251,
,,0.0068279,0.009676,
,,0.017945,-0.049548,
,,-0.00091269,-0.07728,
,,-0.018337,-0.070088,
,,-0.0026202,-0.040095,
,,0.033675,0.003765,
,,0.041323,0.054787,
,,0.02186,0.092324,
,,0.01847,0.092296,
,,0.019456,0.054899,
,,0.010259,0.00030011,
,,0.019322,-0.047516,
,,0.019904,-0.064068,
,,-0.01549,-0.044863,
,,-0.015861,-0.014328,
,,0.032466,0.013144,
,,0.034776,0.043205,
,,-0.00094897,0.063109,
,,0.010809,0.051675,
,,0.028784,0.020001,
,,-0.011735,-0.01065,
,,-0.046404,-0.04216,
,,-0.025756,-0.073568,
,,-0.0064399,-0.082933,
,,-0.019558,-0.059614,
,,-0.023645,-0.02108,
,,-0.0059014,0.012253,
,,-0.0045149,0.031894,
,,-0.02579,0.029995,
,,-0.032445,0.00061373,
,,-0.026568,-0.043884,
,,-0.051869,-0.081207,
,,-0.084229,-0.10485,
,,-0.051617,-0.11534,
,,0.012955,-0.094186,
,,0.020533,-0.02823,
,,-0.0023881,0.0521,
,,0.0046281,0.10037,
,,0.011506,0.097817,
,,0.0030272,0.051016,
,,0.0050709,-0.017119,
,,0.0083531,-0.072612,
,,0.0050216,-0.089456,
,,0.0053106,-0.062885,
,,0.0068863,-0.0084481,
,,0.0062589,0.046726,
,,0.0060333,0.077022,
,,0.0062048,0.069839,
,,0.0062664,0.030865,
,,0.0064164,-0.019398,
,,0.0062955,-0.056842,
,,0.0057398,-0.065074,
,,0.0058968,-0.042229,
,,0.0063748,-0.0010392,
,,0.005972,0.038215,
,,0.0057359,0.057561,
,,0.0060558,0.049164,
,,0.006491,0.018791,
,,0.0063723,-0.017752,
,,0.0059343,-0.043289,
,,0.0062486,-0.046932,
,,0.0065179,-0.028239,
,,0.0062643,0.002746,
,,0.0058272,0.030822,
,,0.005842,0.043125,
,,0.0063187,0.03496,
,,0.0060862,0.011623,
,,0.005758,-0.015185,
,,0.0059615,-0.033019,
,,0.0064042,-0.034254,
,,0.0064592,-0.019264,
,,0.0059689,0.0042121,
,,0.0061455,0.024463,
,,0.0065193,0.032485,
,,0.0063606,0.025608,
,,0.0059264,0.0078178,
,,0.0057772,-0.0121,
,,0.0062686,-0.024992,
,,0.006203,-0.025195,
,,0.0057901,-0.013404,
,,0.0059024,0.0039961,
,,0.0063251,0.018654,
,,0.0065352,0.024265,
,,0.0060712,0.018875,
,,0.0060623,0.0054555,
,,0.0064823,-0.0092839,
,,0.0064192,-0.018379,
,,0.0060251,-0.017998,
,,0.0057419,-0.0090974,
,,0.0062028,0.0035481,
,,0.0063035,0.014069,
,,0.0058412,0.017882,
,,0.0058768,0.013532,
,,0.0062511,0.0034745,
,,0.0065677,-0.007111,
,,0.0061869,-0.013226,
,,0.006006,-0.012544,
,,0.0064638,-0.0058686,
,,0.0065011,0.0034668,
,,0.0061485,0.011107,
,,0.0057865,0.013507,
,,0.0060866,0.0097365,
,,0.0063711,0.0020828,
,,0.0059164,-0.005571,
,,0.0058147,-0.0099107,
,,0.0061676,-0.0092264,
,,0.0065505,-0.0040503,
,,0.0063067,0.0030745,
,,0.005972,0.0086892,
,,0.0063756,0.010239,
,,0.0065412,0.0073626,
,,0.0062327,0.0017686,
,,0.005801,-0.0038904,
,,0.0059733,-0.0071984,
,,0.0064106,-0.0067853,
,,0.006034,-0.0028933,
,,0.0057927,0.0023912,
,,0.0060738,0.0063753,
,,0.0064983,0.007511,
,,0.0064216,0.0056503,
,,0.0059652,0.0017267,
,,0.0062537,-0.0023342,
,,0.0065454,-0.0047897,
,,0.0063091,-0.0044147,
,,0.0058737,-0.0015872,
,,0.0058753,0.0019483,
,,0.0063547,0.0046222,
,,0.0061298,0.0054163,
,,0.0058047,0.0040636,
,,0.0060002,0.0011798,
,,0.0064299,-0.0017825,
,,0.0065789,-0.003306,
,,0.0074246,-0.0026601,
,,0.016591,0.00045307,
,,0.04175,0.0090434,
,,0.058348,0.02954,
,,0.024612,0.057328,
,,-0.015896,0.065076,
,,-0.013809,0.034173,
,,-0.029272,-0.020456,
,,-0.040792,-0.077933,
,,-0.005576,-0.11383,
,,-0.0082376,-0.099755,
,,-0.019917,-0.045675,
,,0.040148,0.01782,
,,0.070723,0.083489,
,,0.0076099,0.13126,
,,-0.045545,0.11383,
,,-0.039743,0.021263,
,,-0.013566,-0.094831,
,,0.0091212,-0.16561,
,,0.0062972,-0.14881,
,,-0.011064,-0.058256,
,,-0.0020028,0.047529,
,,0.026852,0.12032,
,,0.054526,0.14107,
,,0.069622,0.1138,
,,0.043076,0.061342,
,,-0.005882,0.00014723,
,,-0.023228,-0.06082,
,,-0.024824,-0.10186,
,,-0.025776,-0.10586,
,,0.0063893,-0.071699,
,,0.028098,-0.0057382,
,,-0.0083957,0.066046,
,,-0.024279,0.096609,
,,0.014899,0.068548,
,,0.020339,0.012916,
,,-0.015839,-0.039901,
,,-0.014776,-0.0788,
,,0.008645,-0.086569,
,,-0.0030329,-0.053108,
,,-0.020424,-0.0013398,
,,-0.0019014,0.037183,
,,0.026099,0.053101,
,,0.035125,0.052192,
,,0.040839,0.040894,
,,0.047607,0.028046,
,,0.034369,0.021741,
,,0.015965,0.018963,
,,0.017579,0.013468,
,,0.015662,0.0076298,
,,-0.0021543,0.0026675,
,,-0.010726,-0.0063174,
,,-0.018904,-0.019351,
,,-0.039154,-0.034562,
,,-0.030286,-0.052318,
,,0.01483,-0.059581,
,,0.042275,-0.035017,
,,0.03652,0.019862,
,,0.020344,0.075804,
,,0.006715,0.099565,
,,-0.00023798,0.07564,
,,-0.014379,0.014678,
,,-0.02686,-0.058126,
,,0.0051375,-0.11155,
,,0.040334,-0.10791,
,,-0.0033176,-0.039939,
,,-0.058254,0.037511,
,,-0.031055,0.066251,
,,0.0041155,0.045992,
,,-0.0056187,0.0029518,
,,0.0099353,-0.042478,
,,0.035778,-0.062518,
,,0.00012465,-0.041057,
,,-0.045111,-0.0049397,
,,-0.0397,0.0098052,
,,-0.025047,-0.0015217,
,,-0.011952,-0.025635,
,,0.027568,-0.043101,
,,0.055724,-0.029624,
,,0.045469,0.018218,
,,0.040782,0.073239,
,,0.044349,0.10713,
,,0.0084935,0.10414,
,,-0.035851,0.052447,
,,-0.020372,-0.036917,
,,0.015452,-0.11348,
,,0.0033181,-0.12819,
,,-0.0196,-0.081102,
,,-0.0078825,-0.0082368,
,,0.0086202,0.057199,
,,0.01658,0.092864,
,,0.026335,0.08799,
,,0.016488,0.050667,
,,-0.00083955,-0.0030628,
,,0.0089164,-0.053385,
,,0.019696,-0.073951,
,,0.01688,-0.052668,
,,0.016642,-0.0025945,
,,-0.0097446,0.049316,
,,-0.04571,0.067251,
,,-0.018381,0.031955,
,,0.028365,-0.025888,
,,0.022906,-0.059634,
,,0.02271,-0.055095,
,,0.036758,-0.016363,
,,-0.00198,0.039362,
,,-0.036441,0.069701,
,,-0.01404,0.048968,
,,-0.0045043,-0.0029058,
,,-0.00060763,-0.05481,
,,0.038999,-0.078629,
,,0.039446,-0.050215,
,,0.00056644,0.013596,
,,0.012532,0.066808,
,,0.024475,0.088738,
,,-0.013465,0.073813,
,,-0.011783,0.018175,
,,0.021908,-0.048548,
,,0.0035299,-0.083075,
,,-0.015507,-0.0773,
,,0.0058443,-0.043314,
,,0.00018461,0.0075548,
,,-0.024242,0.048075,
,,-0.013799,0.051676,
,,-0.00805,0.022045,
,,-0.028634,-0.023428,
,,-0.022287,-0.069614,
,,0.017048,-0.091503,
,,0.038597,-0.064099,
,,0.0252,0.0055507,
,,0.0086547,0.076768,
,,0.0044573,0.10928,
,,-0.0098281,0.08684,
,,-0.016219,0.017618,
,,0.024348,-0.062813,
,,0.047505,-0.10007,
,,-0.012056,-0.071989,
,,-0.06057,-0.019488,
,,-0.032909,0.011196,
,,-0.016506,0.016282,
,,-0.029039,0.0020437,
,,-0.010509,-0.026729,
,,-0.0017152,-0.049123,
,,-0.025361,-0.052327,
,,-0.013609,-0.043629,
,,0.0044439,-0.023712,
,,-0.036964,0.0024663,
,,-0.058421,0.0068949,
,,-0.0044863,-0.018303,
,,0.032047,-0.038858,
,,0.011403,-0.030435,
,,-0.0027083,-0.0054265,
,,0.00064871,0.017307,
,,-0.0092079,0.027609,
,,-0.012519,0.01795,
,,0.010246,-0.0064561,
,,0.027187,-0.024275,
,,0.018236,-0.020905,
,,0.0056636,-0.0023888,
,,0.0023651,0.016477,
,,-0.0015283,0.025026,
,,-0.0030232,0.018336,
,,0.00088834,-3.0565e-05,
,,-0.0073509,-0.019825,
,,-0.023903,-0.035595,
,,-0.026569,-0.04692,
,,-0.019115,-0.050273,
,,-0.0073517,-0.041296,
,,0.003463,-0.019613,
,,-0.013861,0.0074254,
,,-0.041309,0.019636,
,,-0.02006,0.0025445,
,,0.018637,-0.025575,
,,0.0036285,-0.03648,
,,-0.026973,-0.031474,
,,-0.021004,-0.025601,
,,-0.0094547,-0.0204,
,,-0.00029819,-0.013273,
,,0.021679,-0.0024771,
,,0.019684,0.015263,
,,-0.008492,0.030126,
,,-0.0073457,0.024928,
,,0.013829,0.0035707,
,,0.015908,-0.015033,
,,0.027647,-0.020213,
,,0.061043,-0.0043987,
,,0.065426,0.036885,
,,0.029108,0.084205,
,,-0.0012358,0.10001,
,,0.00031355,0.065627,
,,0.0148,0.00071681,
,,0.015177,-0.056243,
,,-0.0021766,-0.079598,
,,-0.01521,-0.067625,
,,-0.0025065,-0.03315,
,,0.03278,0.011596,
,,0.06313,0.060591,
,,0.059896,0.10335,
,,0.034423,0.11837,
,,0.022021,0.08968,
,,0.022132,0.028442,
,,0.018446,-0.03427,
,,0.020051,-0.070613,
,,0.026875,-0.064673,
,,0.021699,-0.019421,
,,0.016024,0.039221,
,,0.024097,0.081166,
,,0.022084,0.090699,
,,0.0030222,0.063783,
,,-0.0026277,0.00822,
,,0.0084302,-0.050299,
,,0.010218,-0.08057,
,,0.0055906,-0.069214,
,,0.019355,-0.025164,
,,0.036963,0.034259,
,,0.017444,0.086642,
,,-0.019584,0.099566,
,,-0.010381,0.054878,
,,0.023964,-0.018755,
,,0.0016278,-0.072466,
,,-0.044165,-0.091818,
,,-0.021228,-0.086399,
,,0.017638,-0.051864,
,,-0.015784,0.0069123,
,,-0.051421,0.048459,
,,-0.017358,0.041733,
,,0.016383,0.0055794,
,,0.012584,-0.027451,
,,0.021119,-0.041548,
,,0.024259,-0.028461,
,,-0.01069,0.0037772,
,,-0.031193,0.025204,
,,-0.014678,0.018276,
,,0.00083311,-0.0060209,
,,0.012808,-0.028215,
,,0.01599,-0.032803,
,,-0.015547,-0.018721,
,,-0.041018,-0.0065473,
,,-0.020526,-0.011648,
,,0.0023003,-0.023047,
,,0.0081856,-0.02534,
,,0.018117,-0.014146,
,,0.014179,0.0079428,
,,0.0019002,0.028531,
,,0.014764,0.034284,
,,0.019056,0.027787,
,,-0.0080035,0.013764,
,,-0.012709,-0.011029,
,,0.0038837,-0.036385,
,,-0.0096769,-0.045372,
,,-0.030555,-0.040255,
,,-0.020619,-0.032123,
,,0.0070784,-0.021108,
,,0.033961,-0.0002209,
,,0.041098,0.031816,
,,0.032609,0.062739,
,,0.046201,0.076106,
,,0.053568,0.071869,
,,0.0010968,0.05385,
,,-0.043223,0.010069,
,,-0.014754,-0.054633,
,,0.01399,-0.098721,
,,0.0047479,-0.091064,
,,0.0097545,-0.040242,
,,0.025155,0.028519,
,,0.020431,0.0874,
,,0.017751,0.10844,
,,0.030651,0.082905,
,,0.045355,0.031586,
,,0.048503,-0.012676,
,,0.026024,-0.029347,
,,0.0028901,-0.022171,
,,0.013888,-0.0049166,
,,0.026622,0.01749,
,,0.020148,0.039301,
,,0.024872,0.049012,
,,0.0246,0.04438,
,,-0.0062528,0.027123,
,,-0.033894,-0.0067565,
,,-0.041301,-0.052618,
,,-0.030986,-0.09181,
,,0.0086421,-0.10042,
,,0.034322,-0.059529,
,,0.013872,0.017953,
,,0.012033,0.08637,
,,0.034996,0.11402,
,,0.01538,0.097253,
,,-0.012743,0.039327,
,,-0.0021779,-0.039536,
,,0.0018797,-0.098334,
,,0.0069374,-0.10845,
,,0.048041,-0.063355,
,,0.057333,0.027236,
,,0.014031,0.11999,
,,0.0081415,0.15448,
,,0.040013,0.11374,
,,0.032677,0.034312,
,,-9.423e-05,-0.043868,
,,0.00027446,-0.097326,
,,0.02421,-0.10267,
,,0.021015,-0.05093,
,,-0.0085115,0.027298,
,,-0.0069026,0.082281,
,,0.025289,0.091022,
,,0.020895,0.063925,
,,-0.0078158,0.014673,
,,-0.0057447,-0.042632,
,,-0.0075999,-0.081705,
,,-0.027188,-0.086913,
,,-0.008382,-0.06409,
,,0.025501,-0.018394,
,,0.029907,0.040522,
,,0.035928,0.088155,
,,0.028134,0.10495,
,,-0.02306,0.079165,
,,-0.046075,0.0055599,
,,-0.026738,-0.087273,
,,-0.036278,-0.14837,
,,-0.030662,-0.15117,
,,0.037237,-0.091793,
,,0.072934,0.021617,
,,0.053521,0.14476,
,,0.059537,0.21111,
,,0.062776,0.18815,
,,0.013651,0.09175,
,,-0.016571,-0.038137,
,,0.0053059,-0.1472,
,,0.016958,-0.17734,
,,0.0096838,-0.11063,
,,0.011602,0.0096031,
,,0.0011518,0.11816,
,,-0.023051,0.15985,
,,-0.0091976,0.10855,
,,0.035473,0.0018551,
,,0.036011,-0.085559,
,,0.0024721,-0.11425,
,,0.012428,-0.08603,
,,0.036753,-0.014301,
,,0.01026,0.071098,
,,-0.0098332,0.11977,
,,0.015913,0.10327,
,,0.020167,0.042177,
,,0.014938,-0.028139,
,,0.052032,-0.073975,
,,0.053195,-0.062337,
,,-0.01183,-0.0033032,
,,-0.0316,0.047194,
,,0.0079459,0.057974,
,,0.025631,0.041363,
,,0.025961,0.015314,
,,0.020927,-0.0065875,
,,-0.013393,-0.018315,
,,-0.031115,-0.029071,
,,-0.0043608,-0.040625,
,,0.0064126,-0.037869,
,,-0.010601,-0.018626,
,,-0.011439,0.0011964,
,,0.0060154,0.012102,
,,0.020407,0.017008,
,,0.014511,0.019948,
,,-0.0045778,0.017034,
,,0.0057336,0.0031413,
,,0.03033,-0.010381,
,,0.010022,-0.0087479,
,,-0.014501,-0.0014328,
,,0.0027139,-0.0011707,
,,-0.0050921,-0.0027536,
,,-0.039101,-0.0092379,
,,-0.018496,-0.029158,
,,0.014198,-0.044847,
,,-0.0077911,-0.037309,
,,-0.017198,-0.018503,
,,0.014602,-0.0010935,
,,0.012849,0.01839,
,,-0.016755,0.030289,
,,-0.015718,0.018641,
,,-0.01065,-0.010492,
,,-0.033656,-0.041792,
,,-0.041547,-0.069129,
,,-0.0059232,-0.082119,
,,0.022716,-0.06106,
,,-0.002335,-0.0071776,
,,-0.039192,0.042126,
,,-0.030129,0.050012,
,,-0.0043691,0.018612,
,,-0.010426,-0.025344,
,,-0.023473,-0.062294,
,,-0.015837,-0.08023,
,,-0.0041629,-0.069126,
,,0.013246,-0.030614,
,,0.040607,0.02367,
,,0.048945,0.078732,
,,0.032071,0.11215,
,,0.016257,0.10227,
,,0.010327,0.049545,
,,0.014999,-0.02014,
,,0.030608,-0.070685,
,,0.02608,-0.074206,
,,-0.012196,-0.034791,
,,-0.024894,0.011014,
,,0.021223,0.037185,
,,0.047941,0.051117,
,,-0.00092627,0.056663,
,,-0.038819,0.03295,
,,0.0038972,-0.02135,
,,0.043097,-0.062989,
,,0.014727,-0.058271,
,,-0.017935,-0.022676,
,,-0.019123,0.01152,
,,-0.019638,0.02649,
,,-0.018743,0.016728,
,,-0.017052,-0.011171,
,,-0.021678,-0.042898,
,,0.0159,-0.063479,
,,0.08056,-0.04682,
,,0.062915,0.021848,
,,-0.015535,0.099259,
,,-0.027956,0.11763,
,,0.013619,0.065425,
,,0.023606,-0.01203,
,,0.0092147,-0.07095,
,,-0.00021788,-0.090898,
,,0.00091286,-0.068968,
,,0.022762,-0.017055,
,,0.033069,0.046815,
,,0.0092596,0.095709,
,,0.0023272,0.09874,
,,0.02103,0.054463,
,,0.021051,-0.0061089,
,,0.013199,-0.052765,
,,0.0029176,-0.068417,
,,-0.030373,-0.053588,
,,-0.030218,-0.030086,
,,0.028073,-0.0081139,
,,0.044686,0.024815,
,,0.0047398,0.059622,
,,0.0027412,0.065878,
,,0.022389,0.040837,
,,0.004745,0.0045791,
,,-0.0073887,-0.031444,
,,0.00082846,-0.055572,
,,-0.012415,-0.055683,
,,-0.014664,-0.037827,
,,0.019874,-0.011129,
,,0.031709,0.024566,
,,0.016137,0.057409,
,,0.023402,0.067499,
,,0.027614,0.05371,
,,-0.0043754,0.02452,
,,-0.024133,-0.018261,
,,-0.0014323,-0.061631,
,,0.021646,-0.076545,
,,0.014314,-0.048544,
,,-0.0071616,0.0037953,
,,-0.012299,0.045494,
,,0.0089896,0.056381,
,,0.026982,0.042109,
,,0.018756,0.017988,
,,0.0098514,-0.0067522,
,,0.016206,-0.024094,
,,0.012665,-0.024705,
,,-0.0036592,-0.011305,
,,-0.0086629,0.0026093,
,,-0.0051146,0.0081883,
,,0.0053089,0.0049559,
,,0.033081,0.00045289,
,,0.04272,0.0080838,
,,0.01015,0.026724,
,,-0.0035706,0.034765,
,,0.028914,0.024226,
,,0.036696,0.012951,
,,0.0066355,0.0091486,
,,0.0061107,0.0033407,
,,0.023375,-0.0024482,
,,0.009199,8.5453e-05,
,,-0.0020998,0.0042699,
,,0.010031,0.0038931,
,,-0.0028808,0.0026892,
,,-0.033275,-0.0046188,
,,-0.020752,-0.025456,
,,0.021064,-0.044067,
,,0.029487,-0.035309,
,,-0.0043398,-0.00158,
,,-0.033095,0.026099,
,,-0.016914,0.024,
,,0.017107,0.0015492,
,,0.012482,-0.016545,
,,-0.01561,-0.023786,
,,-0.012588,-0.02809,
,,0.014658,-0.026471,
,,0.027225,-0.0091629,
,,0.015184,0.020153,
,,-0.012896,0.041935,
,,-0.025214,0.034967,
,,0.0031439,-0.00019289,
,,0.031222,-0.033936,
,,0.024548,-0.039472,
,,0.01292,-0.017896,
,,0.010606,0.014391,
,,0.014683,0.040259,
,,0.040688,0.051198,
,,0.054531,0.053767,
,,0.01486,0.051512,
,,-0.019733,0.030065,
,,-0.0060996,-0.013464,
,,0.0019174,-0.053558,
,,-0.01206,-0.068859,
,,-0.027871,-0.059129,
,,-0.056931,-0.038643,
,,-0.059495,-0.029615,
,,-0.0022697,-0.034886,
,,0.025074,-0.028596,
,,-0.018706,-0.0037838,
,,-0.035296,0.011071,
,,0.00053804,0.0033114,
,,0.01317,-0.0088331,
,,-0.012724,-0.014382,
,,-0.038647,-0.021519,
,,-0.021823,-0.037076,
,,0.03641,-0.04516,
,,0.040768,-0.019658,
,,-0.023281,0.026291,
,,-0.016699,0.04682,
,,0.056673,0.037397,
,,0.049472,0.031436,
,,0.0067905,0.030168,
,,0.028189,0.018817,
,,0.019621,0.0086043,
,,-0.031101,-0.00055478,
,,0.00712,-0.021764,
,,0.070959,-0.029458,
,,0.028298,0.0023375,
,,-0.028592,0.040768,
,,-0.011772,0.045435,
,,0.0018765,0.020587,
,,0.00016351,-0.014574,
,,0.028138,-0.041625,
,,0.030984,-0.038217,
,,-0.008483,-0.0076308,
,,-0.0056032,0.019807,
,,0.036941,0.03298,
,,0.032371,0.042681,
,,-0.0091556,0.042806,
,,-0.012286,0.018035,
,,0.024262,-0.019963,
